Test Result UID,Sample Name,Sample Type,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,URL,Aromas,Flavors,Effects
,Gorilla Glue #4,"Hybrid, Flower, Inhalable",,,,,,0.0,0.01,0.008,0.0,0.027000000000000003,0.0,0.0,0.058,0.0,0.006999999999999999,0.108,0.364,0.026,0.0,1.185,0.531,,0.051,0.392,0.0,0.0,,2.26,0.0,19.11,0.03,0.0,0.06,0.0,0.0,0.02,0.24,0.05,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/gorilla-glue-4,"['Chemical', 'Chocolate', 'Coffee', 'Diesel', 'Sour', 'Sweet']","['Chemical', 'Chocolate', 'Coffee', 'Diesel', 'Pine', 'Sweet']","['Body High', 'Cerebral', 'Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,Skywalker OG,"Indica, Flower, Inhalable",,,,,,0.0,0.028,0.025,0.0,0.024,0.0,0.0,0.154,0.0,0.012,0.039,0.201,0.095,0.0,0.6629999999999999,1.185,,0.16,0.91,0.0,0.0,,1.06,0.01,23.23,0.01,0.0,0.07,0.0,0.01,0.06,0.69,0.1,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/skywalker-og,"['Earthy', 'Fruity', 'Pungent', 'Spicy', 'Sweet']","['Citrus', 'Fruity', 'Pine', 'Spicy', 'Sweet']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Blue Frost (ID-hyb),"Flower, Inhalable",,,,,,0.0,0.008,0.014,0.0,0.0,0.006999999999999999,0.0,0.096,0.0,0.006,0.046,0.154,0.299,0.0,0.396,0.877,,0.161,0.187,0.0,0.0,,0.64,0.0,20.09,0.01,0.0,0.05,0.0,0.0,0.0,0.67,0.09,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blue-frost,"['Floral', 'Pungent', 'Sweet']","['Cheesy', 'Fruity', 'Mint', 'Pine', 'Sweet']","['Body High', 'Creative', 'Euphoria', 'Giggly', 'Happy', 'Relaxing']"
,Lemon Tree (ID-hyb),"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.009000000000000001,0.0,0.032,0.011,0.004,0.19,0.156,0.009000000000000001,0.118,0.1,0.266,0.0,0.308,1.072,,0.112,0.241,0.0,0.0,,1.26,0.0,16.37,0.02,0.0,0.04,0.0,0.0,0.0,0.43,0.08,0.0,https://www.allbud.com/marijuana-strains/hybrid/lemon-tree,"['Citrus', 'Diesel', 'Earthy', 'Lemon', 'Pungent', 'Skunky', 'Spicy']","['Diesel', 'Lemon', 'Skunky', 'Sour']","['Body High', 'Relaxing', 'Uplifting']"
,Chiquita Banana (ID-hyb),"Flower, Inhalable",,,,,,0.0,0.014,0.008,0.0,0.0,0.0,0.0,0.024,0.187,0.365,0.009000000000000001,0.096,0.111,0.0,0.298,0.618,,0.145,0.701,0.0,0.0,,1.2,0.0,29.72,0.01,0.0,0.07,0.0,0.0,0.0,0.53,0.26,0.03,https://www.allbud.com/marijuana-strains/hybrid/chiquita-banana,"['Earthy', 'Fruity', 'Lemon', 'Sour', 'Sweet']","['Fruity', 'Sweet', 'Tropical']","['Euphoria', 'Giggly', 'Happy', 'Relaxing', 'Uplifting']"
,Banana Kush (ID-hyb),"Flower, Inhalable",,,,,,0.0,0.024,0.0,0.0,0.002,0.002,0.0,0.02,0.027000000000000003,0.029,0.004,0.123,0.203,0.0,0.404,0.172,,0.2,0.604,0.0,0.0,,0.42,0.0,27.15,0.0,0.0,0.06,0.0,0.0,0.0,0.4,0.34,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/banana-kush,"['Earthy', 'Sweet']","['Fruity', 'Sweet', 'Tropical', 'Woody']","['Body High', 'Creative', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Super Silver Haze (ID-hyb),"Flower, Inhalable",,,,,,0.0,0.003,0.005,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.006,0.086,0.025,0.0,0.298,1.383,,0.058,0.209,0.0,0.0,,0.51,0.02,25.08,0.01,0.0,0.07,0.0,0.0,0.0,0.68,0.16,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/super-silver-haze,"['Citrus', 'Earthy', 'Skunky', 'Sour', 'Spicy', 'Sweet']","['Citrus', 'Herbal', 'Lemon', 'Sour', 'Spicy', 'Sweet']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,Girl Scout Cookies (ID-hyb),"Flower, Inhalable",,,,,,0.0,0.0,0.014,0.0,0.0,0.004,0.0,0.196,0.0,0.008,0.045,0.301,0.025,0.0,0.7559999999999999,0.28,,0.046,0.272,0.0,0.0,,0.48,0.0,21.76,0.01,0.0,0.08,0.0,0.0,0.0,1.05,0.09,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/girl-scout-cookies,"['Earthy', 'Nutty', 'Pungent', 'Spicy', 'Sweet', 'Vanilla']","['Cherry', 'Lemon', 'Mint', 'Sweet', 'Woody']","['Cerebral', 'Creative', 'Euphoria', 'Relaxing']"
,Gorilla Glue (52976),"Flower, Inhalable",,,,,,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.039,0.0,0.0,0.047,0.165,0.019,0.0,0.565,0.136,,0.037000000000000005,0.295,0.0,0.0,,0.55,0.04,22.17,0.02,0.0,0.08,0.0,0.0,0.03,0.77,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/gorilla-glue,"['Coffee', 'Sour', 'Sweet']","['Chemical', 'Chocolate', 'Coffee']","['Body High', 'Cerebral', 'Happy', 'Uplifting']"
,Dutch Treat (52963),"Flower, Inhalable",,,,,,0.013,0.0,0.0,0.0,0.0,0.048,0.0,0.012,0.054000000000000006,0.42,0.0,0.038,0.028,0.001,0.107,0.172,,0.049,0.043,0.0,0.0,,0.61,0.05,19.8,0.04,0.0,0.1,0.0,0.0,0.02,0.73,0.14,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/dutch-treat,"['Blueberry', 'Fruity', 'Pine', 'Sweet']","['Fruity', 'Pine', 'Sweet', 'Woody']","['Creative', 'Euphoria', 'Happy', 'Relaxing']"
,Pineapple Thai,"Flower, Inhalable",,,,,,0.0,0.004,0.04,0.0,0.001,0.002,0.0,0.035,0.423,0.001,0.015,0.278,0.163,0.0,0.721,2.151,,0.077,0.07400000000000001,0.0,0.0,,0.67,0.03,15.74,0.01,0.0,0.06,0.0,0.0,0.0,0.35,0.04,0.04,https://www.allbud.com/marijuana-strains/sativa/pineapple-thai,"['Earthy', 'Herbal', 'Pineapple', 'Sweet']","['Fruity', 'Herbal', 'Pineapple', 'Spicy', 'Sweet', 'Tropical']","['Creative', 'Energizing', 'Euphoria', 'Focus', 'Happy', 'Sociable']"
,Hash Berry,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.004,0.0,0.039,0.0,0.018000000000000002,0.223,0.0,0.046,0.063,0.042,0.0,0.17,1.187,,0.014,0.006999999999999999,0.0,0.0,,1.23,0.0,16.82,0.04,0.0,0.06,0.0,0.0,0.0,0.85,0.07,0.04,https://www.allbud.com/marijuana-strains/hybrid/hash-berry,['Dank'],['Spicy'],['Relaxing']
,Key Lime Pie,"Flower, Inhalable",,,,,,0.0,0.001,0.0,0.0,0.001,0.051,0.0,0.033,0.0,0.0,0.0,0.149,0.019,0.0,0.388,0.091,,0.039,0.244,0.0,0.0,,0.45,0.02,18.76,0.02,0.0,0.08,0.0,0.0,0.0,0.29,0.12,0.07,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/key-lime-pie,"['Chocolate', 'Lime', 'Mint', 'Sweet']","['Candy', 'Chocolate', 'Citrus', 'Lime', 'Spicy', 'Sweet']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy', 'Sociable']"
,True OG,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.023,0.0,0.0,0.0,0.129,0.01,0.0,0.339,0.136,,0.023,0.14800000000000002,0.0,0.0,,0.38,0.02,17.6,0.02,0.0,0.1,0.0,0.0,0.0,0.55,0.11,0.06,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/true-og,"['Citrus', 'Pine', 'Pungent', 'Sweet']","['Citrus', 'Pine', 'Spicy']","['Aroused', 'Euphoria', 'Focus', 'Happy', 'Relaxing', 'Sleepy']"
,Tahoe OG,"Concentrate, Inhalable",,,,,,0.0,0.0,0.15,0.0,0.0,0.261,0.0,0.16399999999999998,0.026,0.031,0.35200000000000004,0.379,0.239,0.0,0.975,0.207,,0.101,0.187,0.0,0.0,,3.4,0.0,66.26,0.12,0.07,0.55,0.02,0.0,0.0,4.77,0.29,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/tahoe-og,"['Earthy', 'Lemon', 'Pine', 'Pungent', 'Woody']","['Lemon', 'Spicy', 'Woody']",['Sleepy']
,Pineapple Express (SG-Sat),"Flower, Inhalable",,,,,,0.0,0.0,0.019,0.002,0.0,0.005,0.0,0.03,0.0,0.0,0.006999999999999999,0.14,0.008,0.0,0.459,0.322,,0.015,0.057,0.0,0.0,,0.92,0.04,11.58,0.01,0.0,0.05,0.0,0.0,0.0,0.17,0.03,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/pineapple-express,"['Earthy', 'Pine', 'Pineapple', 'Sweet']","['Citrus', 'Pine', 'Pineapple', 'Sweet', 'Tropical']","['Energizing', 'Euphoria', 'Focus']"
,Golden Pineapple (SG-Sat),"Flower, Inhalable",,,,,,0.034,0.008,0.006,0.0,0.004,0.136,0.006,0.016,0.07,0.7090000000000001,0.038,0.073,0.091,0.017,0.23,0.08800000000000001,,0.12,0.271,0.014,0.005,,0.44,0.03,14.33,0.05,0.0,0.07,0.0,0.01,0.0,1.37,0.06,0.0,https://www.allbud.com/marijuana-strains/hybrid/golden-pineapple,"['Citrus', 'Dank', 'Fruity', 'Pineapple', 'Skunky']","['Citrus', 'Fruity', 'Pineapple', 'Spicy', 'Sweet', 'Tropical']","['Cerebral', 'Creative', 'Energizing', 'Euphoria', 'Happy', 'Relaxing']"
,Green Crack (SG-hyb),"Flower, Inhalable",,,,,,0.0,0.0,0.001,0.004,0.0,0.0,0.0,0.014,0.0,0.0,0.014,0.038,0.359,0.0,0.116,0.5579999999999999,,0.14300000000000002,0.06,0.0,0.0,,1.54,0.01,18.26,0.01,0.0,0.06,0.0,0.0,0.0,0.11,0.04,0.04,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/green-crack,"['Citrus', 'Earthy', 'Mango', 'Sweet']","['Citrus', 'Fruity', 'Pine', 'Sweet']","['Cerebral', 'Creative', 'Energizing', 'Focus', 'Happy']"
,Holy Banana (SG-hyb),"Flower, Inhalable",,,,,,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.015,0.043,0.0,0.011,0.051,0.097,0.0,0.195,0.162,,0.081,0.326,0.0,0.0,,0.67,0.02,23.06,0.01,0.02,0.07,0.0,0.0,0.0,0.3,0.08,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/holy-banana,"['Lemon', 'Nutty', 'Pungent', 'Spicy', 'Sweet']","['Fruity', 'Herbal', 'Skunky', 'Sweet']","['Body High', 'Euphoria', 'Relaxing', 'Sleepy', 'Uplifting']"
,24K (SH-hyb),"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.023,0.0,0.0,0.138,0.0,0.081,0.0,0.0,0.102,0.145,0.696,0.0,0.454,1.92,,0.308,0.268,0.0,0.0,,2.52,0.04,21.34,0.04,0.0,0.09,0.0,0.01,0.0,1.91,0.11,0.05,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/24k,"['Citrus', 'Pungent', 'Skunky', 'Sour', 'Sweet']","['Citrus', 'Orange', 'Sweet']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy', 'Uplifting']"
,Mendo Breath (SG-hyb),"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.017,0.0,0.002,0.002,0.0,0.139,0.001,0.01,0.11,0.295,0.036000000000000004,0.0,0.982,0.344,,0.071,0.433,0.001,0.0,,0.9,0.02,19.5,0.02,0.0,0.08,0.0,0.0,0.0,0.21,0.06,0.06,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/mendo-breath,"['Caramel', 'Earthy', 'Pungent', 'Sweet']","['Candy', 'Caramel', 'Sweet', 'Vanilla']","['Body High', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Angelica (SG-hyb),"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.009000000000000001,0.002,0.002,0.002,0.0,0.107,0.002,0.011,0.048,0.096,0.038,0.0,0.311,0.939,,0.065,0.42,0.001,0.0,,0.88,0.05,21.43,0.01,0.0,0.07,0.0,0.0,0.0,1.77,0.08,0.04,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/angelica,"['Citrus', 'Earthy', 'Floral', 'Mint', 'Spicy']","['Citrus', 'Herbal', 'Lemon', 'Spicy']","['Body High', 'Euphoria', 'Relaxing', 'Sleepy']"
,Sherbert (SG ind),"Flower, Inhalable",,,,,,0.0,0.005,0.033,0.001,0.006,0.003,0.0,0.14800000000000002,0.003,0.005,0.09,0.482,0.019,0.0,1.129,0.217,,0.035,0.234,0.0,0.0,,0.83,0.03,20.46,0.02,0.0,0.06,0.0,0.0,0.0,0.54,0.11,0.05,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sherbert,"['Fruity', 'Nutty', 'Sweet']","['Creamy', 'Fruity']","['Happy', 'Relaxing']"
,White Shark (SG ind),"Flower, Inhalable",,,,,,0.0,0.003,0.017,0.002,0.009000000000000001,0.006999999999999999,0.0,0.029,0.0,0.0,0.073,0.272,0.01,0.0,0.657,0.299,,0.018000000000000002,0.116,0.0,0.0,,0.72,0.02,13.61,0.02,0.0,0.05,0.0,0.0,0.0,0.28,0.05,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/white-shark,['Fruity'],['Fruity'],['Body High']
,Pineapple (SG ind),"Flower, Inhalable",,,,,,0.0,0.008,0.022,0.012,0.001,0.004,0.0,0.08,0.045,0.004,0.009000000000000001,0.307,0.046,0.0,0.693,0.305,,0.06,0.335,0.0,0.0,,0.7,0.01,16.86,0.02,0.0,0.06,0.0,0.0,0.0,0.24,0.05,0.0,https://www.allbud.com/marijuana-strains/hybrid/pineapple,"['Earthy', 'Mango', 'Sweet']","['Citrus', 'Pineapple', 'Sweet', 'Tropical']","['Energizing', 'Euphoria', 'Happy', 'Relaxing', 'Uplifting']"
,Death Star (SG ind),"Flower, Inhalable",,,,,,0.0,0.005,0.02,0.0,0.006,0.11,0.0,0.071,0.0,0.002,0.08900000000000001,0.329,0.016,0.0,0.777,0.13,,0.03,0.217,0.0,0.0,,0.8,0.0,15.48,0.05,0.0,0.07,0.0,0.0,0.0,0.26,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/death-star,"['Diesel', 'Earthy', 'Pungent', 'Skunky', 'Sweet']","['Diesel', 'Skunky', 'Sweet']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Hollyweed (SG ind),"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.014,0.0,0.0,0.003,0.0,0.233,0.0,0.009000000000000001,0.09,0.221,0.038,0.0,0.722,0.875,,0.07200000000000001,0.476,0.0,0.0,,0.91,0.01,25.48,0.03,0.0,0.07,0.0,0.0,0.0,0.87,0.13,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/hollyweed,"['Berry', 'Earthy', 'Fruity', 'Herbal', 'Spicy', 'Sweet']","['Berry', 'Fruity', 'Herbal', 'Spicy', 'Sweet']","['Creative', 'Energizing', 'Euphoria', 'Giggly', 'Happy', 'Relaxing', 'Uplifting']"
,Big Sur Holy Weed,"Flower, Inhalable",,,,,,0.0,0.016,0.011,0.0,0.006,0.0,0.0,0.078,0.67,0.008,0.034,0.085,0.472,0.0,0.25,0.56,,0.236,0.586,0.0,0.0,,1.66,0.01,19.04,0.01,0.0,0.07,0.0,0.0,0.0,0.28,0.12,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/big-sur-holy-weed,"['Herbal', 'Sweet']","['Spicy', 'Sweet']","['Euphoria', 'Happy']"
,Purple Pineapple,"Flower, Inhalable",,,,,,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.081,0.011,0.0,0.026,0.051,0.091,0.0,0.194,0.026,,0.066,0.304,0.0,0.0,,0.82,0.0,17.73,0.02,0.0,0.05,0.0,0.0,0.0,0.51,0.08,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/purple-pineapple,"['Earthy', 'Fruity', 'Grape', 'Pungent', 'Sweet']","['Berry', 'Citrus', 'Grape', 'Sweet']","['Body High', 'Cerebral', 'Relaxing', 'Sociable']"
,Blue Cheese,"Flower, Inhalable",,,,,,0.0,0.004,0.003,0.0,0.0,0.0,0.0,0.021,0.032,0.0,0.018000000000000002,0.019,0.067,0.0,0.065,0.568,,0.045,0.075,0.0,0.0,,0.33,0.02,17.65,0.01,0.0,0.04,0.0,0.01,0.0,0.31,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blue-cheese,"['Blueberry', 'Cheese', 'Earthy', 'Pungent', 'Sweet']","['Blueberry', 'Cheesy', 'Creamy', 'Spicy', 'Sweet']","['Creative', 'Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Sleepy']"
,Jack Herer (18901),"Flower, Inhalable",,,,,,0.023,0.0,0.017,0.004,0.0,0.002,0.004,0.013,0.112,0.476,0.006,0.136,0.04,0.012,0.332,0.069,,0.063,0.058,0.008,0.001,,1.01,0.0,15.48,0.0,0.0,0.08,0.0,0.0,0.0,0.96,0.17,0.0,https://www.allbud.com/marijuana-strains/sativa/jack-herer,"['Earthy', 'Lemon', 'Spicy', 'Sweet', 'Woody']","['Herbal', 'Lemon', 'Pine', 'Spicy', 'Sweet', 'Woody']","['Body High', 'Cerebral', 'Creative', 'Euphoria', 'Happy']"
,OG (0902),"Flower, Inhalable",,,,,,0.0,0.013,0.011,0.0,0.004,0.0,0.0,0.124,0.0,0.012,0.045,0.173,0.047,0.0,0.53,0.7240000000000001,,0.093,0.491,0.0,0.0,,3.12,0.0,16.63,0.02,0.0,0.05,0.0,0.0,0.0,0.5,0.19,0.05,https://www.allbud.com/marijuana-strains/indica/og,"['Earthy', 'Herbal', 'Pungent', 'Spicy', 'Sweet', 'Woody']","['Herbal', 'Pine', 'Sweet']","['Euphoria', 'Focus', 'Happy']"
,Trainwreck (4504),"Flower, Inhalable",,,,,,0.027000000000000003,0.002,0.027000000000000003,0.008,0.0,0.002,0.012,0.017,0.28800000000000003,0.795,0.041,0.146,0.054000000000000006,0.018000000000000002,0.4920000000000001,0.261,,0.09,0.243,0.011,0.0,,1.0,0.02,14.69,0.0,0.0,0.06,0.0,0.0,0.0,1.25,0.1,0.06,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/trainwreck,"['Earthy', 'Herbal', 'Lemon', 'Pine', 'Pungent', 'Sweet']","['Herbal', 'Lemon', 'Pine', 'Sweet', 'Woody']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,Nurse Jackie (12811),"Flower, Inhalable",,,,,,0.026,0.0,0.01,0.003,0.0,0.156,0.0,0.031,0.006999999999999999,0.563,0.054000000000000006,0.118,0.053,0.009000000000000001,0.289,0.428,,0.096,0.142,0.009000000000000001,0.001,,1.81,0.0,16.69,0.0,0.0,0.06,0.0,0.0,0.0,1.01,0.07,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/nurse-jackie,"['Citrus', 'Earthy', 'Floral', 'Sour', 'Sweet']","['Citrus', 'Lemon', 'Sweet', 'Tangy']","['Hungry', 'Uplifting']"
,Clementine,"Concentrate, Inhalable",,,,,,0.0,0.0,0.03,0.006999999999999999,0.0,0.0,0.0,0.206,0.019,0.058,0.053,0.203,0.0,0.0,0.518,0.041,,0.0,0.035,0.01,0.0,,1.1,0.07,79.44,0.03,0.0,0.2,0.0,0.0,0.0,4.34,0.29,0.0,https://www.allbud.com/marijuana-strains/hybrid/clementine,"['Citrus', 'Earthy', 'Spicy', 'Sweet']","['Citrus', 'Lemon', 'Orange', 'Sweet']","['Energizing', 'Euphoria', 'Focus', 'Happy', 'Relaxing', 'Uplifting']"
,Diamond OG,"Concentrate, Inhalable",,,,,,0.0,0.0,0.073,0.0,0.0,0.041,0.026,0.208,0.0,0.0,0.13699999999999998,0.177,0.0,0.0,0.494,0.0,,0.0,0.01,0.0,0.0,,6.11,0.1,72.86,0.06,0.0,0.22,0.0,0.0,0.0,2.02,0.32,0.3,https://www.allbud.com/marijuana-strains/hybrid/diamond-og,"['Citrus', 'Pine', 'Skunky']","['Pine', 'Sweet', 'Woody']","['Euphoria', 'Happy', 'Relaxing']"
,Jungle Juice,"Concentrate, Inhalable",,,,,,0.0,0.0,0.114,0.006999999999999999,0.0,0.099,0.008,0.105,0.0,0.0,0.355,0.383,0.008,0.0,1.084,0.012,,0.0,0.0,0.0,0.0,,2.31,0.09,72.93,0.07,0.0,0.23,0.0,0.0,0.0,2.09,0.2,0.1,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jungle-juice,"['Citrus', 'Earthy', 'Floral', 'Pine', 'Sweet']","['Citrus', 'Fruity', 'Sour', 'Sweet']","['Creative', 'Euphoria', 'Happy', 'Uplifting']"
,Tropicali (H2O),"Concentrate, Inhalable",,,,,,0.0,0.021,0.021,0.0,0.0,0.13,0.0,0.115,0.0,0.032,0.027000000000000003,0.122,0.061,0.0,0.391,1.608,,0.124,0.687,0.0,0.0,,1.11,0.0,74.02,0.04,0.0,0.18,0.0,0.0,0.0,3.83,0.37,0.06,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/tropicali,['Fruity'],"['Citrus', 'Fruity', 'Sweet', 'Tropical']","['Cerebral', 'Energizing', 'Happy', 'Hungry']"
,Double Tangie Banana (Rosin),"Concentrate, Inhalable",,,,,,0.019,0.0,0.042,0.012,0.0,0.136,0.04,0.189,0.0,0.765,0.047,0.101,0.07400000000000001,0.0,0.32,0.212,,0.174,0.278,0.02,0.0,,6.26,0.0,70.58,0.13,0.0,0.3,0.0,0.0,0.0,2.71,0.66,0.13,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/double-tangie-banana,"['Citrus', 'Earthy', 'Sweet']","['Citrus', 'Fruity', 'Sweet', 'Tangy', 'Tropical']","['Energizing', 'Euphoria', 'Happy', 'Relaxing', 'Uplifting']"
,Banana OG,"Concentrate, Inhalable",,,,,,0.0,0.015,0.079,0.0,0.0,0.0,0.0,0.13,0.0,0.012,0.003,0.132,0.042,0.0,0.431,0.043,,0.077,0.21600000000000005,0.0,0.0,,4.87,0.13,68.88,0.06,0.0,0.25,0.0,0.03,0.0,0.48,0.28,0.22,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/banana-og,"['Fruity', 'Skunky']","['Fruity', 'Sweet', 'Tropical', 'Woody']","['Body High', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Mojito,"Concentrate, Inhalable",,,,,,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.009000000000000001,0.012,0.068,0.033,0.0,0.18600000000000005,0.014,,0.006999999999999999,0.0,0.0,0.0,,8.99,0.13,72.01,0.08,0.09,0.28,0.0,0.0,0.0,2.4,0.54,0.24,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/mojito,"['Citrus', 'Earthy', 'Flowery', 'Herbal', 'Orange', 'Sour']","['Chocolate', 'Citrus', 'Flowery', 'Lime', 'Sour']","['Body High', 'Calming', 'Cerebral', 'Relaxing', 'Uplifting']"
,Green Dragon (Live Resin),"Concentrate, Inhalable",,,,,,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.23,0.0,0.026,0.024,0.163,0.0,0.0,0.487,0.04,,0.0,0.132,0.0,0.0,,2.93,0.0,80.66,0.03,0.0,0.19,0.0,0.03,0.0,1.33,0.7,0.18,https://www.allbud.com/marijuana-strains/indica/green-dragon,"['Earthy', 'Mint', 'Pungent', 'Sweet']","['Candy', 'Mint', 'Pine', 'Skunky', 'Sweet', 'Woody']","['Cerebral', 'Euphoria', 'Focus', 'Happy', 'Relaxing', 'Sleepy']"
,Sunset Sherbet,"Flower, Inhalable",,,,,,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.003,0.067,0.009000000000000001,0.0,0.17800000000000002,0.092,,0.017,0.122,0.0,0.0,,0.43,0.0,20.82,0.01,0.0,0.07,0.0,0.0,0.03,0.58,0.1,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sunset-sherbet,"['Fruity', 'Sweet']","['Berry', 'Citrus', 'Fruity', 'Mint', 'Sweet']","['Creative', 'Euphoria', 'Happy', 'Relaxing']"
,Super Skunk,"Sativa, Flower, Inhalable",,,,,,0.0,0.005,0.01,0.0,0.0,0.0,0.0,0.087,0.0,0.004,0.0,0.181,0.014,0.0,0.442,0.219,,0.026,0.154,0.0,0.0,,0.31,0.0,14.74,0.01,0.0,0.05,0.0,0.0,0.01,0.2,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/super-skunk,"['Earthy', 'Pungent', 'Skunky', 'Spicy']","['Skunky', 'Spicy', 'Sweet', 'Woody']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Purple Afghani,"Indica, Flower, Inhalable",,,,,,0.0,0.012,0.01,0.0,0.0,0.0,0.0,0.076,0.0,0.008,0.058,0.059,0.037000000000000005,0.0,0.171,0.241,,0.064,0.45,0.0,0.0,,0.25,0.01,23.95,0.01,0.0,0.07,0.0,0.0,0.02,1.13,0.09,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/purple-afghani,"['Earthy', 'Fruity', 'Grape', 'Pine', 'Sweet']","['Berry', 'Grape', 'Herbal', 'Skunky', 'Spicy', 'Sweet', 'Woody']","['Creative', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Chernobyl (52983)--,"Flower, Inhalable",,,,,,0.022,0.0,0.013,0.003,0.001,0.055,0.01,0.024,0.009000000000000001,0.667,0.043,0.08800000000000001,0.034,0.018000000000000002,0.311,0.451,,0.064,0.14400000000000002,0.011,0.002,,0.59,0.0,13.19,0.0,0.0,0.04,0.0,0.0,0.0,0.31,0.06,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/chernobyl,"['Earthy', 'Lemon', 'Lime', 'Sour']","['Cherry', 'Citrus', 'Lemon', 'Lime', 'Sweet', 'Tropical']","['Cerebral', 'Energizing', 'Euphoria', 'Uplifting']"
